comment;date;video_id;hate
"40 vs 52
Who will win";2023-07-17T15:41:28Z;FM7Z-Xq8Drc;0
Yo wasn't 53 and 52 playing marbles squid game;2023-07-17T15:29:23Z;FM7Z-Xq8Drc;0
This guy was a legend, thumbs up😃😃😃;2023-07-17T16:34:09Z;WTOm65IZneg;0
😢🎉❤;2023-07-17T16:25:39Z;WTOm65IZneg;0
Help me Mr. Beast please!!!;2023-07-17T15:58:29Z;WTOm65IZneg;0
Best people;2023-07-17T15:57:22Z;WTOm65IZneg;0
Terima kasih orang baik;2023-07-17T15:57:08Z;WTOm65IZneg;0
شلون مدبلج;2023-07-17T15:44:46Z;WTOm65IZneg;0
I've just subscribed!;2023-07-17T15:17:39Z;WTOm65IZneg;0
Di konten yang menyembuhkan penglihatan aku sangat terharu di tambah konten ini aku sampai menangis;2023-07-17T15:04:56Z;WTOm65IZneg;1
Türkiye olsa 4 saatlik belgesel yaparlardı;2023-07-17T14:37:14Z;WTOm65IZneg;0
brasil?;2023-07-17T14:17:18Z;WTOm65IZneg;0
❤❤❤❤❤❤❤;2023-07-17T13:56:23Z;WTOm65IZneg;0
Dios te  bendiga 🙏;2023-07-17T13:18:34Z;WTOm65IZneg;0
спасибо, Джимми;2023-07-17T13:11:05Z;WTOm65IZneg;0
В Россию прилити;2023-07-17T13:07:41Z;WTOm65IZneg;0
;2023-07-17T12:45:46Z;WTOm65IZneg;0
Whaaaattttt Indonesia?!!!! IM FROM INDONESIA;2023-07-17T12:29:21Z;WTOm65IZneg;0
❤🥰🥹;2023-07-17T12:14:30Z;WTOm65IZneg;0
So proud;2023-07-17T11:53:41Z;WTOm65IZneg;0
It's beautiful ❤;2023-07-17T11:35:12Z;WTOm65IZneg;0
Duuude. You made me cry. Thank you Jimmy ❤;2023-07-17T11:33:10Z;WTOm65IZneg;0
There are only 6,500 cheetahs left in the wild. The cheetahs Ezra petted are orphaned cheetahs who are being cared for as they sadly won't be able to survive in the wild. Do NOT attempt to pet animals in the wild.;2023-05-01T20:00:17Z;8kggT2ej-lo;0
He returned to spawn;2023-07-17T16:32:00Z;8kggT2ej-lo;1
your videos are very high quality & make people happy. success always with the videos.;2023-07-17T16:30:32Z;8kggT2ej-lo;0
😂😂😂😂 bro did sent him back to spawn;2023-07-17T16:21:06Z;8kggT2ej-lo;1
애기 목소리 더빙 완전 귀엽네요! ㅋㅋ 대박입니다;2023-07-17T16:19:59Z;8kggT2ej-lo;0
Su ambiente😂😂;2023-07-17T16:15:36Z;8kggT2ej-lo;0
South African accent;2023-07-17T16:03:06Z;8kggT2ej-lo;0
Негритенок в своей среде обитания 🤣;2023-07-17T15:34:19Z;8kggT2ej-lo;1
Home sweat home;2023-07-17T15:32:40Z;8kggT2ej-lo;0
Suscrito ✌️;2023-07-17T15:31:45Z;8kggT2ej-lo;0
Тупа чела на родину отправил;2023-07-17T15:31:07Z;8kggT2ej-lo;0
Кто не знал, он его там и оставил;2023-07-17T15:25:10Z;8kggT2ej-lo;0
He’s responding;2023-07-17T15:24:12Z;8kggT2ej-lo;1
Su tierra natal;2023-07-17T15:09:33Z;8kggT2ej-lo;0
That was adorable;2023-07-17T15:08:21Z;8kggT2ej-lo;0
your a good man mr.beast;2023-07-17T15:05:49Z;8kggT2ej-lo;0
Wow,😲;2023-07-17T14:56:16Z;8kggT2ej-lo;0
О, я тоже люблю гепардов;2023-07-17T14:39:14Z;8kggT2ej-lo;0
He is spoield;2023-07-17T14:36:06Z;8kggT2ej-lo;0
Bro erased all of his progress.;2023-07-17T14:34:48Z;8kggT2ej-lo;1
The owner: so we get a car, uh?;2023-07-17T16:32:10Z;GGBy50KtvRk;0
Humildade Pura... Maximo Respeito a Ele;2023-07-17T16:22:35Z;GGBy50KtvRk;0
Y yo sigo trabajando duro hasta que cumpla mi sueño de tener mi carrito propio 🫠✌🏽✌🏽🫡;2023-07-17T16:22:30Z;GGBy50KtvRk;0
Yo lomodio;2023-07-17T16:02:38Z;GGBy50KtvRk;0
Бист наверное,сын разраба  ютуба😊;2023-07-17T15:37:30Z;GGBy50KtvRk;0
Genuine giver..🙌you are a beast Sir 💯;2023-07-17T15:33:30Z;GGBy50KtvRk;0
Sei que você nunca vai ler esse comentário pessoalmente, mas quero deixar aqui o meu parabéns, por literalmente levar alegria para as pessoas simples, gostaria muito que você fosse daqui do Brasil, quem sabe eu teria uma chance de ser contemplado também com algo que eu necessite;2023-07-17T15:32:18Z;GGBy50KtvRk;0
Suscrito ✌️;2023-07-17T15:31:52Z;GGBy50KtvRk;0
А документы на машину чего не подарил?!;2023-07-17T15:11:52Z;GGBy50KtvRk;0
Она сказала что водить не умеет, скорее всего даже нет прав = А подарю ка я машину! Гениально;2023-07-17T15:02:31Z;GGBy50KtvRk;0
20;2023-07-17T14:55:07Z;GGBy50KtvRk;0
Habia un chocolate de mr beast en el carro 😂;2023-07-17T14:46:31Z;GGBy50KtvRk;0
eu ficaria chorando ganhando um carro;2023-07-17T14:29:57Z;GGBy50KtvRk;0
👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻;2023-07-17T14:29:16Z;GGBy50KtvRk;0
te amo mr beast;2023-07-17T14:27:02Z;GGBy50KtvRk;0
Roupa preta mo lgl;2023-07-17T14:22:58Z;GGBy50KtvRk;0
hello Jimmy;2023-07-17T14:18:18Z;GGBy50KtvRk;0
XD4;2023-07-17T14:08:31Z;GGBy50KtvRk;0
the mr beast bars in the cup holders 😂😂;2023-07-17T14:07:21Z;GGBy50KtvRk;0
C'est quoi ton numéro;2023-07-17T14:05:09Z;GGBy50KtvRk;0
Venetien;2023-07-17T16:17:07Z;Y4-gFIfGXiQ;0
زوجوهم 😂;2023-07-17T15:40:41Z;Y4-gFIfGXiQ;0
Those laughs faker than santa;2023-07-17T15:40:14Z;Y4-gFIfGXiQ;0
Suscrito ✌️;2023-07-17T15:31:59Z;Y4-gFIfGXiQ;0
😢💔;2023-07-17T15:04:36Z;Y4-gFIfGXiQ;0
Mr beast;2023-07-17T14:57:10Z;Y4-gFIfGXiQ;1
Its John wick😮;2023-07-17T14:55:54Z;Y4-gFIfGXiQ;0
Is that you or ur child @6IX9INE? 😂 what the resemblance 😮;2023-07-17T14:41:31Z;Y4-gFIfGXiQ;0
XDDDDDDDDDDDDDDDDDDDDDDDD 😙;2023-07-17T14:09:08Z;Y4-gFIfGXiQ;0
i'm italy😂😂😂;2023-07-17T13:35:07Z;Y4-gFIfGXiQ;0
Post Twist;2023-07-17T12:59:25Z;Y4-gFIfGXiQ;0
Good to see a really good tf2 player with amazing editing skill;2023-07-17T12:33:25Z;Y4-gFIfGXiQ;0
💔🔪matou com a faca;2023-07-17T12:32:40Z;Y4-gFIfGXiQ;0
"Woww. 








Allahumma sholli wa sallim wa baarik ala Sayyidina Muhammadin wa'ala ali Sayyidina Muhammadin fil awwalin wal aakhirin wa fil mala'il a'laa ilaa Yaumiddin";2023-07-17T12:06:14Z;Y4-gFIfGXiQ;1
Woman broooo;2023-07-17T11:55:55Z;Y4-gFIfGXiQ;0
Amin;2023-07-17T11:45:15Z;Y4-gFIfGXiQ;0
Брат с сестрой? 😅;2023-07-17T11:33:34Z;Y4-gFIfGXiQ;0
Help MR Beast iam indian;2023-07-17T11:22:53Z;Y4-gFIfGXiQ;1
Its realy fckn terrible 😢;2023-07-17T09:59:21Z;Y4-gFIfGXiQ;0
Feastables is available in every Walmart and Albertsons stores in America! (Coming globally later this year) Wuv u guys;2023-04-02T01:36:33Z;1WEAJ-DFkHE;0
, 💓💕💖;2023-07-17T16:01:39Z;1WEAJ-DFkHE;0
Help me Mr. Beast please!!;2023-07-17T16:00:22Z;1WEAJ-DFkHE;0
Hola Mr. beast te saludo de Venezuela me gusta tu progama me gustaría participar a tu programa porfa😊;2023-07-17T15:07:50Z;1WEAJ-DFkHE;0
Ahmad sl3;2023-07-17T14:52:26Z;1WEAJ-DFkHE;0
Has any one eaten feastables they are BUSSIN;2023-07-17T14:36:16Z;1WEAJ-DFkHE;0
It was the “That guy pay my bill be careful “ for mee😂;2023-07-17T14:34:20Z;1WEAJ-DFkHE;0
역시 클라스가 다르다;2023-07-17T14:32:49Z;1WEAJ-DFkHE;0
Việt Nam 🇻🇳🇻🇳🇻🇳🇻🇳;2023-07-17T14:25:59Z;1WEAJ-DFkHE;0
Give me $1,000 🤭;2023-07-17T14:11:47Z;1WEAJ-DFkHE;0
❤❤❤;2023-07-17T13:25:45Z;1WEAJ-DFkHE;0
사랑해요 ❤❤❤ ❤;2023-07-17T12:50:19Z;1WEAJ-DFkHE;0
Fifdi💸💵💵💵💵💵💵💵💵💵;2023-07-17T12:27:08Z;1WEAJ-DFkHE;0
Why did you roast @Fgteev;2023-07-17T12:23:38Z;1WEAJ-DFkHE;1
SIUUUUUUUU          CR7;2023-07-17T12:04:09Z;1WEAJ-DFkHE;0
Bro Singapore is my county and it’s here;2023-07-17T11:49:02Z;1WEAJ-DFkHE;0
KARLS MOM;2023-07-17T11:32:35Z;1WEAJ-DFkHE;0
Wow❤;2023-07-17T11:12:36Z;1WEAJ-DFkHE;0
А я не знал что Джими дотер;2023-07-17T10:21:36Z;1WEAJ-DFkHE;0
That ”no” was personel;2023-07-17T16:25:43Z;Y0cBiGUuB1Y;0
Mitsubishi lindão iphone porfavor;2023-07-17T16:15:48Z;Y0cBiGUuB1Y;0
Has mr beast gone to el paso;2023-07-17T16:08:27Z;Y0cBiGUuB1Y;0
❤❤❤🎉🎉😊😊😊😊;2023-07-17T16:05:19Z;Y0cBiGUuB1Y;0
Yo te sigooo❤❤;2023-07-17T16:01:05Z;Y0cBiGUuB1Y;0
Do you have many money;2023-07-17T15:47:14Z;Y0cBiGUuB1Y;0
EUso;2023-07-17T15:42:43Z;Y0cBiGUuB1Y;0
Suscrito ✌️;2023-07-17T15:32:07Z;Y0cBiGUuB1Y;0
In sub;2023-07-17T15:29:38Z;Y0cBiGUuB1Y;0
Yea;2023-07-17T15:29:28Z;Y0cBiGUuB1Y;0
Yes;2023-07-17T15:29:04Z;Y0cBiGUuB1Y;0
But....I am subbed;2023-07-17T15:26:34Z;Y0cBiGUuB1Y;0
🇮🇩 salam dari Indonesia mrbeats❤;2023-07-17T15:06:50Z;Y0cBiGUuB1Y;0
Vou me escrever agora;2023-07-17T15:00:47Z;Y0cBiGUuB1Y;0
Je suis déjà abonnée à mister beast;2023-07-17T14:59:46Z;Y0cBiGUuB1Y;0
Can you go to indonesia malalayang??;2023-07-17T14:52:19Z;Y0cBiGUuB1Y;0
Bir gün Türkiye ye gelir de bu soruyu bana sorar diye abone oldum mjmjjmmj Abone toplama tuzağı ama olsun yine de abone oldum jmmjm;2023-07-17T14:51:41Z;Y0cBiGUuB1Y;0
Привет мистер приедь пожалуйста в Казахстан сделай нам дорогу😢;2023-07-17T14:49:41Z;Y0cBiGUuB1Y;0
For those of you wondering, he was an Assasin in the military haha;2023-03-21T06:19:58Z;YLt73w6criQ;0
😮 2:11 a;2023-07-17T16:12:36Z;YLt73w6criQ;0
Help me Mr. Beast please!!;2023-07-17T16:01:10Z;YLt73w6criQ;0
Good;2023-07-17T15:57:38Z;YLt73w6criQ;0
😍😍💸💸💸💸💸;2023-07-17T15:56:15Z;YLt73w6criQ;0
Damn better donate that car to me. 😢;2023-07-17T15:36:19Z;YLt73w6criQ;0
Give me $1,000 🤭;2023-07-17T14:12:02Z;YLt73w6criQ;0
Oh;2023-07-17T14:05:45Z;YLt73w6criQ;0
From where the heck he found a Centurion tank?!;2023-07-17T12:40:52Z;YLt73w6criQ;0
❤❤❤❤❤❤😂😂😂🎉🎉🎉😮😮😮😮😅😅😅😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊;2023-07-17T12:21:50Z;YLt73w6criQ;0
Nobody's tuffer than me, that assassin couldn't get me.;2023-07-17T10:49:03Z;YLt73w6criQ;1
ズレとるんやけど;2023-07-17T10:36:57Z;YLt73w6criQ;0
выживаю в чернобыле;2023-07-17T09:50:14Z;YLt73w6criQ;0
Keşke Türkiye de olsan 😢;2023-07-17T09:47:49Z;YLt73w6criQ;0
im a dog;2023-07-17T09:30:01Z;YLt73w6criQ;0
Hola;2023-07-17T08:45:10Z;YLt73w6criQ;0
Gookill;2023-07-17T07:51:17Z;YLt73w6criQ;0
Jimmy enserio;2023-07-17T07:46:35Z;YLt73w6criQ;0
أنت تحب الله;2023-07-17T06:36:03Z;YLt73w6criQ;0
Jimmy would make an excellent Bond villain.;2023-07-17T06:02:43Z;YLt73w6criQ;0
Suscrito ✌️;2023-07-17T15:32:14Z;lglIQkCHO0g;0
머리카락이 10센치 아니냐? ㅋㅋ;2023-07-17T15:02:37Z;lglIQkCHO0g;0
Untuk modal buka usaha;2023-07-17T14:50:19Z;lglIQkCHO0g;0
Semoga aku bisa dapat kesempatan seperti ini;2023-07-17T14:50:03Z;lglIQkCHO0g;0
Salama dri Indonesia 🇮🇩 tetap jadi orang baek ❤;2023-07-17T14:41:39Z;lglIQkCHO0g;0
"es mucho dinero pero si no lo invertir

 se va para siempre";2023-07-17T14:40:52Z;lglIQkCHO0g;0
yyyyeaaahhhh😅;2023-07-17T14:07:16Z;lglIQkCHO0g;0
Postureta......mr bist;2023-07-17T12:37:30Z;lglIQkCHO0g;0
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂;2023-07-17T12:21:57Z;lglIQkCHO0g;0
Mr beast tutuklanfı;2023-07-17T11:26:40Z;lglIQkCHO0g;1
Meu1,20;2023-07-17T10:55:09Z;lglIQkCHO0g;0
"Jeez jimmy is over 6ft ;-;";2023-07-17T10:31:37Z;lglIQkCHO0g;0
Dude was an inch shorter of winning 10 grand;2023-07-17T10:05:48Z;lglIQkCHO0g;0
Я хочу чуда мне 27 и у меня рак и ноль кэша;2023-07-17T09:38:11Z;lglIQkCHO0g;0
とんちみたいな切り抜け方;2023-07-17T06:59:01Z;lglIQkCHO0g;0
😅;2023-07-17T06:22:15Z;lglIQkCHO0g;0
ピッタリ凄い😊;2023-07-17T05:19:31Z;lglIQkCHO0g;0
Saludos 😂😂😂😂;2023-07-17T04:53:06Z;lglIQkCHO0g;1
Help poor people sir❤;2023-07-17T04:27:22Z;lglIQkCHO0g;0
Dame la mano 🥴;2023-07-17T03:07:11Z;lglIQkCHO0g;1
Subscribe!! I’d hate for you to miss the next one of these we upload :D;2023-01-29T15:14:25Z;TJ2ifmkGGus;0
Evet bu adam müslüman degil diye cehenneme gidecek Adalet bu degil iyi bir insan;2023-07-17T16:33:26Z;TJ2ifmkGGus;0
Duvido você achar minha casa duvido;2023-07-17T16:30:26Z;TJ2ifmkGGus;0
Help me Mr. Beast please!!;2023-07-17T16:01:29Z;TJ2ifmkGGus;0
ขอไห้พี่เจริญๆยิ่งๆขึ้นไปนะครับ🤍;2023-07-17T15:53:21Z;TJ2ifmkGGus;0
Jimmy you are a really amazing and helpful person and you helped a lot in turkey, many greetings from turkey, thank you very much.💖💖;2023-07-17T15:15:56Z;TJ2ifmkGGus;0
HARAM;2023-07-17T14:44:50Z;TJ2ifmkGGus;0
Блин Мистер Бист один из самых крутых блогеров.;2023-07-17T14:40:35Z;TJ2ifmkGGus;0
❤;2023-07-17T13:13:35Z;TJ2ifmkGGus;0
PLEASE, GIVE HIS THE AWARD OF  THE MOST BETTER PERSON ALL OVER THE WORLD!!!😭🙏🏻🙏🏻🙏🏻❤❤❤;2023-07-17T13:10:01Z;TJ2ifmkGGus;0
My dad also has this 😢;2023-07-17T12:16:02Z;TJ2ifmkGGus;0
5 months ago;2023-07-17T12:13:35Z;TJ2ifmkGGus;0
Jimmy you knew someone is collor-blind;2023-07-17T11:36:23Z;TJ2ifmkGGus;0
a living legend man you are amazing;2023-07-17T11:07:29Z;TJ2ifmkGGus;0
Please do this challenge go to Pakistan and stay for 2 years;2023-07-17T10:51:04Z;TJ2ifmkGGus;0
Thank you,Jimmy you help indonesia😊;2023-07-17T10:33:06Z;TJ2ifmkGGus;0
о боже мой,у тебя такое доброе сердце🩷;2023-07-17T10:00:03Z;TJ2ifmkGGus;0
ช่วยเหลือคนอื่นและให้แบ่งบันจากใจจริงๆ 90% ส่วนคอนเทนต์แค่ 10% โคตรสุดยอดเลย จิมมี่คุณคือ No.1 ของโลกและได้ใจผมไปเต็มๆ👍👍👍🫡;2023-07-17T09:15:18Z;TJ2ifmkGGus;0
Лучший;2023-07-17T08:43:54Z;TJ2ifmkGGus;0
