comment;date;video_id;hate
"Hey logan please prime launch
On Italy 😢";2023-07-12T19:56:13Z;cbGmzdjcAYw;0
I live in Canada🎉🎉❤;2023-07-11T17:22:13Z;cbGmzdjcAYw;0
I love your prime;2023-07-11T17:21:42Z;cbGmzdjcAYw;0
I love your videos ❤🎉😅;2023-07-11T17:21:11Z;cbGmzdjcAYw;0
Make it for kids prime;2023-07-11T17:09:23Z;cbGmzdjcAYw;0
Why does logal look like Johnny sins😂;2023-07-11T17:09:04Z;cbGmzdjcAYw;0
Make prim for kids;2023-07-11T17:09:01Z;cbGmzdjcAYw;0
Make kids prime;2023-07-11T17:08:45Z;cbGmzdjcAYw;0
Logan I been to 24 stores in our neighborhood now looking for the last 4 flavors my son hasn’t tried which are Ice Pop, Grape, Lemonade, & Orange. WTF is going on here bruh? You owe me 8 gallons of gas😂 Venmo me.;2023-07-07T22:00:09Z;cbGmzdjcAYw;0
i like tropical punch;2023-07-07T17:51:56Z;cbGmzdjcAYw;1
Can you please show me some prime;2023-06-11T03:31:32Z;V2EVITCWlX4;0
hi logan balls (that's you logan paul);2023-06-04T14:24:03Z;V2EVITCWlX4;1
logan paul more like logan balls;2023-06-04T14:17:19Z;V2EVITCWlX4;0
So creative;2023-05-01T19:18:42Z;V2EVITCWlX4;0
"Where those CYPTOZOO REFUNDS LOGAN!?! The ones you promised everyone? the refunds you were so eager to talk about months ago?

We haven't forgetten, and the internet wont either";2023-03-09T20:43:46Z;V2EVITCWlX4;0
The April fool photo was the best in this series ❤;2023-02-13T15:08:23Z;V2EVITCWlX4;0
@Logan Paul please bring prime to thailand;2023-02-12T07:26:29Z;V2EVITCWlX4;0
Authenticity, a word Logan has no idea on;2023-02-11T18:52:46Z;V2EVITCWlX4;0
lol what rubbish;2023-01-24T15:37:05Z;V2EVITCWlX4;0
Stupidest fans by a long shot....;2023-01-23T11:46:02Z;V2EVITCWlX4;0
This guys a phony!! A great big phony!!!!;2023-01-18T18:37:41Z;V2EVITCWlX4;0
OMG POLAROIDZOO;2023-01-16T05:45:17Z;V2EVITCWlX4;0
jewish dna? all makes sense now.;2023-01-12T13:16:07Z;V2EVITCWlX4;0
luap nagoL lliK;2023-01-10T18:44:45Z;V2EVITCWlX4;0
"Where is the lawsuit?
You Habsburg jaw nigger";2023-01-10T12:43:50Z;V2EVITCWlX4;1
I am here in PEARL'S memory, you fuckin' peeworm.;2023-01-10T06:23:37Z;V2EVITCWlX4;0
Turn off your comments on this video too;2023-01-10T03:25:24Z;V2EVITCWlX4;0
Funny how any non-positive comments are immediately removed.;2023-01-10T01:03:02Z;V2EVITCWlX4;0
Didn't watch it don't care scamming bxtch;2023-01-09T17:23:59Z;V2EVITCWlX4;0
youre a con artist.;2023-01-07T19:43:02Z;V2EVITCWlX4;0
"Why these men are so patronisin..
These women are tough!!
U obviously ain't been to West London bruv";2023-07-17T15:17:05Z;ggPnQfWjJwc;0
Stupidity 😂;2023-07-16T18:11:19Z;ggPnQfWjJwc;1
Смотрите мусульманки. Кто ущемляет женщин. Это и есть свободная женщина? Которая рабыня денег и славы? Хвала всевышнему Аллаху что мы Мусульмане и умеем бережно хранить свою семью и женщин. ❤;2023-07-16T13:41:51Z;ggPnQfWjJwc;0
This is not a sport. It's stupid.;2023-07-15T19:27:17Z;ggPnQfWjJwc;1
Шварцнеггер теперь в каждом шоу учавствует, где надо не надо..Лезет везде...Вместо того ,чтобы достоино стареть....;2023-07-15T15:45:40Z;ggPnQfWjJwc;0
America , is an rally wired place, this is the most stupid thing I ever see;2023-07-14T23:32:15Z;ggPnQfWjJwc;1
Slap fighting and Logan Paul? Only thing missing is Donald Drumpf for the hat trick of cringiest and most idiotic on earth.;2023-07-14T20:32:26Z;ggPnQfWjJwc;0
This is th dumbest thing I have ever watched, who actually sits througn whole videos of this?;2023-07-14T03:12:51Z;ggPnQfWjJwc;0
where arnold;2023-07-12T15:57:01Z;ggPnQfWjJwc;0
In short, this humanity we create stupid things out of boredom. what thing !!!!!;2023-07-12T04:53:29Z;ggPnQfWjJwc;0
52:55 is that toy belt lol;2023-07-11T17:09:57Z;ggPnQfWjJwc;0
This is worse than slap stick comedy;2023-07-11T15:55:32Z;ggPnQfWjJwc;0
This sport has really come along, always a hoot.;2023-07-11T14:56:19Z;ggPnQfWjJwc;0
"Arnie looks like an Asian alien from all the ""artwork"" done on his face or ""Butthead's"" dad with the eyes.";2023-07-11T14:52:40Z;ggPnQfWjJwc;0
Hey Jake, here's a hint: lose the 70's Arkansas backwoods haircut, your mom always fucks it up!;2023-07-11T14:50:40Z;ggPnQfWjJwc;0
Народа е изперкал. Как може да правите това?;2023-07-11T07:45:46Z;ggPnQfWjJwc;0
I'd love to see man on woman power slapping.;2023-07-11T02:27:47Z;ggPnQfWjJwc;0
It would be badass if Elizabeth dude was there the pitcher;2023-07-10T23:31:15Z;ggPnQfWjJwc;0
That’s not sport;2023-07-10T10:41:54Z;ggPnQfWjJwc;0
Where is pink one;2023-07-17T16:09:29Z;gHJaXRZElXs;0
Go  to my house I'm  livi in the filapno;2023-07-17T00:59:19Z;gHJaXRZElXs;0
Dudes can u send me some prime from he USA TO BRITAIN;2023-07-16T18:37:38Z;gHJaXRZElXs;0
Great video !!;2023-07-15T16:33:09Z;gHJaXRZElXs;0
Prim in Ireland is 15€ each;2023-07-14T16:52:32Z;gHJaXRZElXs;0
Ksi's laugh is a mood😂😂😂;2023-07-13T23:40:07Z;gHJaXRZElXs;0
My favorite prime is all of them because I am his fans I would drink it every Month;2023-07-13T14:33:34Z;gHJaXRZElXs;0
I had meta moon and lemonade;2023-07-12T22:01:12Z;gHJaXRZElXs;0
You guys should make a pomegranate prime;2023-07-12T18:44:49Z;gHJaXRZElXs;0
I love your videos ❤❤🎉🎉😅;2023-07-11T17:24:26Z;gHJaXRZElXs;0
There taking down prime 😢😢😢😢;2023-07-11T04:08:30Z;gHJaXRZElXs;0
I have tasted Prime meta moon and Prime grape and watermelon and strawberry and lemonade and tropical punch and blue rasperry and ICe pop and lemon lime;2023-07-10T18:52:28Z;gHJaXRZElXs;0
FU*K PRIME DRINK SLIME;2023-07-10T15:21:38Z;gHJaXRZElXs;0
Make apple prime or cola;2023-07-09T19:39:06Z;gHJaXRZElXs;0
You’re so dumb;2023-07-09T18:37:32Z;gHJaXRZElXs;1
😂😂😂😂😂😂😂❤❤❤❤❤❤ love yall;2023-07-08T17:03:25Z;gHJaXRZElXs;0
E;2023-07-05T19:37:04Z;gHJaXRZElXs;0
I want to try all of them, but they’re I am very hard to find. I only tried blue raspberry ice, pop, and tropical punch;2023-07-05T14:11:29Z;gHJaXRZElXs;0
drink prime!!!!!;2023-07-04T22:24:46Z;gHJaXRZElXs;0
You should make a F1 team the suits and cars are gonna be so jazzy (I am a future F1 superstar hit me up);2023-07-04T07:09:19Z;gHJaXRZElXs;0
funny how people think that this video is real ehehhehe;2023-07-17T03:26:02Z;i8lmQ5Ls6bw;0
😂😂;2023-07-17T00:08:13Z;i8lmQ5Ls6bw;0
It’s a ji Jane joke;2023-07-15T23:28:03Z;i8lmQ5Ls6bw;0
Maybe yo betch ass won’t spend 3.5M on poke next time;2023-07-15T21:16:59Z;i8lmQ5Ls6bw;0
I have rare cards for sale if interested;2023-07-15T05:28:23Z;i8lmQ5Ls6bw;0
I’m so sorry;2023-07-12T23:48:29Z;i8lmQ5Ls6bw;0
BBC lol.. what a bunch of morons.;2023-07-11T21:52:37Z;i8lmQ5Ls6bw;1
Oh the irony…;2023-07-08T16:42:36Z;i8lmQ5Ls6bw;0
bbc big black cok;2023-07-07T16:53:23Z;i8lmQ5Ls6bw;0
Who did it;2023-07-07T04:23:07Z;i8lmQ5Ls6bw;0
Lol littraly my brother have that Charizard card with just 20 indian rupee;2023-07-04T10:34:14Z;i8lmQ5Ls6bw;0
"lmao logan knew.  ""why is it so puffy""?.  What he meant was, why wasn't the shrink wrap super tight like a sealed new box.  You could tell from the reshrink job that it was tampered with.";2023-07-04T07:39:35Z;i8lmQ5Ls6bw;0
😂😂😂 HE DESERVES THIS 😂😂😂;2023-06-29T10:20:51Z;i8lmQ5Ls6bw;1
grah;2023-06-28T18:03:03Z;i8lmQ5Ls6bw;0
Whats prime;2023-06-26T14:02:32Z;i8lmQ5Ls6bw;0
it was a G.I. joke;2023-06-25T14:18:56Z;i8lmQ5Ls6bw;0
Buncha dorks. This was very entertaining.;2023-06-23T03:46:12Z;i8lmQ5Ls6bw;0
the sad face of the bbc authenticator 😭 moments like this make me sad, many years of professional grading gone, just because of one box 😢 and he wasn't even able to see it;2023-06-20T20:47:44Z;i8lmQ5Ls6bw;0
🤣🤣🤣🤣🤣🤣🤣🤣🤣 This is one of the best things to happen to you;2023-06-20T03:09:33Z;i8lmQ5Ls6bw;0
Damn I actually feel so bad for him..;2023-06-17T12:54:06Z;i8lmQ5Ls6bw;0
This drink is the best drink ever;2023-07-15T22:33:40Z;hmXTBjM0is4;0
well done scamboy;2023-07-15T11:18:48Z;hmXTBjM0is4;0
Gatorade sucks;2023-07-13T22:08:38Z;hmXTBjM0is4;0
never thought this drink would actually become mainstream but here we are;2023-07-13T21:39:48Z;hmXTBjM0is4;0
Prime is the best drink I have ever had;2023-07-13T21:08:41Z;hmXTBjM0is4;0
You guys are legends;2023-07-13T21:08:23Z;hmXTBjM0is4;0
There s only 4 flavour s of prime in Denmark i hope that the other prime flavour s come soon;2023-07-13T08:54:48Z;hmXTBjM0is4;1
And fcbarcenola;2023-07-13T06:50:16Z;hmXTBjM0is4;0
Drink prime is the best;2023-07-12T16:13:58Z;hmXTBjM0is4;0
sell in DUBAI PLEASE YOUR MY DAD THEN;2023-07-12T11:38:30Z;hmXTBjM0is4;0
Can you send me all of the flavors please 🙏 thanks 🙏;2023-07-12T06:43:09Z;hmXTBjM0is4;0
can i have some prime;2023-07-12T00:48:17Z;hmXTBjM0is4;0
Make more prime;2023-07-11T01:22:24Z;hmXTBjM0is4;0
I have tried one of the chance it's the ice pop;2023-07-10T23:34:19Z;hmXTBjM0is4;0
You need to get badlands chug his own flavor and me Ellie Cosma and I’m a YouTuber;2023-07-10T23:00:19Z;hmXTBjM0is4;0
When you were on the prime logo I didn’t even notice you then I went on your YouTube channel and then I just noticed you;2023-07-10T21:08:10Z;hmXTBjM0is4;0
Logan you are in big trouble, because now prime on the TV said that only 18-year-olds can drink it not like 8 9 so yeah u are welcome ❤❤❤😊;2023-07-10T15:13:02Z;hmXTBjM0is4;0
You should make a loganberry prime;2023-07-09T22:12:08Z;hmXTBjM0is4;0
Logan Paul I love the prime lemon lime it’s absolutely lovely;2023-07-09T17:33:33Z;hmXTBjM0is4;0
Is there something offered for kids below 12?;2023-07-09T05:09:22Z;hmXTBjM0is4;0
Get Current: https://current.com/logan;2021-06-06T04:19:46Z;WJ9FGoma5-M;0
What a yt cringelord think he could beat him hahaha;2023-07-04T14:20:29Z;WJ9FGoma5-M;0
Happy 2 years anniversary;2023-06-06T20:33:49Z;WJ9FGoma5-M;0
sup logan balls;2023-06-04T14:25:11Z;WJ9FGoma5-M;0
That was such a iconic movement to be Alive I miss 2021 😢;2023-05-18T13:23:25Z;WJ9FGoma5-M;0
كذابب;2023-05-02T10:30:34Z;WJ9FGoma5-M;0
Please can I have a shout out;2023-04-09T21:21:08Z;WJ9FGoma5-M;0
Too bad the fight was an exhibition lmao poser.;2023-03-22T14:18:34Z;WJ9FGoma5-M;0
P.o. P.o.;2023-02-25T06:52:56Z;WJ9FGoma5-M;0
got the hat.;2023-02-10T22:46:39Z;WJ9FGoma5-M;0
You need to box again;2023-01-18T05:02:10Z;WJ9FGoma5-M;0
fmw kicked ur...;2023-01-16T22:34:10Z;WJ9FGoma5-M;0
Logan=Scammer. Look it up.;2023-01-08T00:28:21Z;WJ9FGoma5-M;1
I need my money back logan.;2023-01-07T21:02:55Z;WJ9FGoma5-M;0
"the real words were ""hold me up if i go down""

youre a con artist.";2023-01-07T19:43:58Z;WJ9FGoma5-M;0
Now go back in time and fight Mike tyson;2023-01-06T00:49:38Z;WJ9FGoma5-M;0
His dad crying was just cringy 😂;2023-01-03T16:55:22Z;WJ9FGoma5-M;0
Hahahaha this idiot is a joke!;2022-12-29T14:15:16Z;WJ9FGoma5-M;1
Proud of you!! 🥰💋😍;2022-12-29T08:07:48Z;WJ9FGoma5-M;0
Cryptozoo?;2022-12-26T19:22:03Z;WJ9FGoma5-M;0
2 years;2023-06-06T20:33:34Z;KqVDuEWlRwY;0
Please can I have a shout out;2023-04-09T21:21:33Z;KqVDuEWlRwY;0
Address reveal Pamela Ann Stepnick;2022-12-28T09:51:46Z;KqVDuEWlRwY;0
Address reveal Pamela Ann Stepnick;2022-12-28T09:51:41Z;KqVDuEWlRwY;0
scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist. scam artist.;2022-12-18T00:11:06Z;KqVDuEWlRwY;0
scammer;2022-12-17T13:01:54Z;KqVDuEWlRwY;1
This song has to be from some kind of music library. Been searching everywhere for it. Nothing on Shazam. :<;2022-11-03T08:09:06Z;KqVDuEWlRwY;0
When is Logan fighting Andrew Tate? 😊;2022-09-28T16:35:53Z;KqVDuEWlRwY;0
Logan you are a ball licker. 🤣;2022-09-03T21:56:35Z;KqVDuEWlRwY;1
🥱🥱👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹;2022-08-03T09:04:13Z;KqVDuEWlRwY;0
He's younger, taller, and has heavier weightclass than floyd, yet he still did not win;2022-07-20T20:01:47Z;KqVDuEWlRwY;0
Happy 1 year anniversary;2022-06-01T20:58:33Z;KqVDuEWlRwY;0
Logan Paul can you beat the rock or John cena?;2022-05-22T02:03:17Z;KqVDuEWlRwY;0
Loser;2022-05-19T13:33:09Z;KqVDuEWlRwY;1
Yo;2022-05-15T21:42:15Z;KqVDuEWlRwY;0
"""IN THE NAME OF THE FATHER, MOTHER, SON, HOLY, SPIRIT, AMEN.""
Make your Dad read or recite it and wait for what he will say.";2022-04-15T16:14:08Z;KqVDuEWlRwY;0
whoa... oh my gosh...;2022-04-15T10:54:23Z;KqVDuEWlRwY;0
Happy birthday;2022-04-01T18:10:29Z;KqVDuEWlRwY;0
Logan Paul does cheap shot to gain fame . Such an idiot;2022-03-01T04:47:00Z;KqVDuEWlRwY;0
CAST HIM AS KEN MASTER STREET FIGHTER CAPCOM 💪;2022-02-18T06:52:04Z;KqVDuEWlRwY;0
The photoshop in that thumbnail is unreal.;2023-06-30T23:36:49Z;miRk-XQMviQ;0
